0.62530535,0.36296982,0.0117247375,0,0,1,0
0.6188423,0.36453566,0.016622027,0,0,1,0
0.584974,0.39844295,0.016583025,0,0,1,0
0.6095754,0.37260342,0.017821169,0,0,1,0
0.5770759,0.4026601,0.020264031,0,0,1,0
0.5807026,0.40005586,0.019241579,0,0,1,0
0.5836802,0.39746138,0.01885842,0,0,1,0
0.56768924,0.4115996,0.020711072,0,0,1,0
0.5778544,0.4023497,0.01979591,0,0,1,0
0.5645737,0.4143758,0.021050444,0,0,1,0
0.55509794,0.42701375,0.017888311,0,0,1,0
0.5962674,0.38541725,0.01831529,0,0,1,0
0.5847333,0.39874497,0.016521698,0,0,1,0
0.572849,0.41078195,0.016369091,0,0,1,0
0.5917255,0.39400533,0.014269094,0,0,1,0
0.61171436,0.36429676,0.023988906,0,0,1,0
0.5705706,0.4113357,0.018093754,0,0,1,0
0.61528474,0.36272207,0.021993253,0,0,1,0
0.615746,0.35733685,0.026917145,0,0,1,0
0.6522111,0.32702258,0.020766342,0,0,1,0
0.6539187,0.32443923,0.02164207,0,0,1,0
0.64680064,0.3337263,0.019473044,0,0,1,0
0.70100576,0.2850031,0.013991083,0,0,1,0
0.6579263,0.3260717,0.016001951,0,0,1,0
0.7026998,0.28563493,0.011665213,0,0,1,0
0.68693095,0.29927182,0.013797143,0,0,1,0
0.69111156,0.2949215,0.013966976,0,0,1,0
0.68858075,0.30001467,0.01140457,0,0,1,0
0.6830417,0.3061304,0.010827885,0,0,1,0
0.70319504,0.28641924,0.010385692,0,0,1,0
0.72676206,0.26419917,0.009038775,0,0,1,0
0.71457213,0.27648026,0.008947591,0,0,1,0
0.7025032,0.2859526,0.011544251,0,0,1,0
0.6786047,0.31040853,0.01098673,0,0,1,0
0.672172,0.31648827,0.011339679,0,0,1,0
0.66861266,0.31894025,0.01244705,0,0,1,0
0.65709347,0.33084768,0.012058903,0,0,1,0
0.66909945,0.31921187,0.011688658,0,0,1,0
0.66354203,0.32362872,0.012829214,0,0,1,0
0.6457155,0.34201127,0.012273245,0,0,1,0
0.63496304,0.3516499,0.013387095,0,0,1,0
0.6282349,0.35665622,0.015108843,0,0,1,0
